csv_code,csv_name,csv_unit,idarticle,idunite,codearticle,stock_qtys,inventory_qtys,log_count,price_count
21500312701,KATSAKA VOATOTO EN KILO,KILOS,3050,3996,0040305000,0|0|0,0|0|0,3,1
5082,KETCHUP,PIECE,3599,4735,0040359900,0|0|0,0|0|0,3,0
21500369501,KETCHUP EUROPA 340G,PIECE,3599,4735,0040359900,0|0|0,0|0|0,3,0
21500271901,KIP COCO,SACHET,2654,3501,0040265400,0|0|0,0|0|0,3,0
21900221301,KISO FOHY_DIAMANT,PIECE,2162,2877,0130216200,0|0|0,0|0|0,3,0
21900221401,KISO LAVA_DIAMANT,PIECE,2163,2879,0130216300,0|0|0,0|0|0,3,0
21500410201,KOBA AINA BANANA 35G,PIECE,3989,5381,0040398900,0|0|0,0|0|0,3,0
21500410301,KOBA AINA FRAISE 35G,PIECE,3990,5383,0040399000,0|0|0,0|0|0,3,0
21500410302,KOBA AINA FRAISE 35G,SACHET,817,1033,0040081700,0|0|0,0|0|0,3,0
21500410102,KOBA AINA MOOSLI 25GR,SACHET,818,1035,0030081800,0|0|0,0|0|0,3,0
21500410401,KOBA AINA NATURE 35G,PIECE,3991,5385,0040399100,0|0|0,0|0|0,3,0
16100350601,KOBA SOJA,PIECE,3418,4469,0360341800,0|0|0,0|0|0,3,0
21500270701,KOBAM-BARY 25KG,SAC,2644,3487,0040264400,0|0|0,0|0|0,3,0
22500289701,KREAMY ' N KRUNCH,BOITE,2828,3730,0050282800,0|0|0,0|0|0,3,0
22500366701,KREAMY KRUNCH,PIECE,3572,4700,0050357200,0|0|0,0|0|0,3,0
22500332501,KREAMY WAFER EN  PIECE,PIECE,3243,4263,0050324300,0|0|0,0|0|0,3,0
22500332801,KREAMY WAFER EN PAQUET,PAQUET,3246,4267,0050324600,0|0|0,0|0|0,3,0
22500409801,KREAMY'N KRUNCH PCE,PIECE,3985,5375,0050398500,0|0|0,0|0|0,3,0
21500313501,KRIK KRAK,SACHET,3057,4003,0040305700,0|0|0,0|0|0,3,0
22600364201,KRIS,PIECE,3548,4676,0020354800,0|0|0,0|0|0,3,0
15600360001,LAME BIC EN PIECE,PIECE,3506,4602,0030350600,0|0|0,0|0|0,3,0
15600210401,LAME DORCO NEW PLATINUM ST300,PACQUET,2058,2758,0030205800,0|0|0,0|0|0,3,0
22200454301,LEVURE CHIMIQUE  MENA PIECE,PIECE,4397,6116,0400439700,0|0|0,0|0|0,3,0
15600190501,LINGETTE KODOMO,PIECE,1864,2505,0030186400,0|0|0,0|0|0,3,0
15600260601,LINGETTE PATAPON,PIECE,2545,3358,0030254500,0|0|0,0|0|0,3,0
15600320901,LOCKED PM,PIECE,3129,4116,0030312900,0|0|0,0|0|0,3,0
21500437401,MACARONI BELLA VITA Spirales 4KG,SAC,4235,5835,0040423500,0|0|0,0|0|0,3,0
21500257001,MACARONI CHAMPION 450G,SACHET,2509,3289,0040250900,0|0|0,0|0|0,3,0
21500406101,MACARONIE BON PASTA ELBOW,SAC,3948,5320,0040394800,0|0|0,0|0|0,3,0
21500406001,MACARONIE BON PASTA FUSILLI,SAC,3947,5319,0040394700,0|0|0,0|0|0,3,0
15600275501,MACHINE PATE PPM VISTA,PIECE,2688,3561,0030268800,0|0|0,0|0|0,3,0
21500260401,MARGARINE ULTRA 500G,PIECE,2543,3354,0040254300,0|0|0,0|0|0,3,0
22500269301,MARIE LONDON,SACHET,2631,3465,0050263100,0|0|0,0|0|0,3,0
22800201101,MAXAM BLANCHEUR,PAQUET,1965,2648,0120196500,0|0|0,0|0|0,3,0
22800315801,MAXAM FLUOR 50G,PAQUET,3079,4033,0120307900,0|0|0,0|0|0,3,0
22800367901,MAXAM MENTHE PCE,PIECE,3583,4713,0120358300,0|0|0,0|0|0,3,0
22800367801,MAXAM SOURIRE PCE,PIECE,920,1173,0030092000,0|0|0,0|0|0,3,0
15600200601,MENABOLO ALOE VERA 200G,PIECE,1960,2634,0030196000,0|0|0,0|0|0,3,0
15600222101,MENABOLO ALOE VERA 50G,PACQUET,2170,2893,0030217000,0|0|0,0|0|0,3,0
15600388601,MENABOLO BABY CARE FORMULA 55G,PAQUET,3788,5040,0030378800,0|0|0,0|0|0,3,0
15600228601,MENABOLO BAOBAB 50G,PACQUET,2232,2969,0030223200,0|0|0,0|0|0,3,0
15600257201,MENABOLO FAMILY CARE_GM,PIECE,2511,3292,0030251100,0|0|0,0|0|0,3,0
15600218501,MENABOLO FAMILY CARE_PM,PAQUET,2134,2847,0030213400,0|0|0,0|0|0,3,0
15600259201,MENABOLO MALIKIA PM,PACQUET,2531,3331,0030253100,0|0|0,0|0|0,3,0
15600356801,MENABOLO MEDICARE PM 50GR,PIECE,3477,4564,0030347700,0|0|0,0|0|0,3,1
15600317201,MENABOLO MORINGA GM,PIECE,3093,4057,0030309300,0|0|0,0|0|0,3,0
15600259401,MENABOLO MORINGA PM,PACQUET,2533,3335,0030253300,0|0|0,0|0|0,3,0
15600424901,MENABOLO PM PIECE,PIECE,976,1243,0100097600,0|0|0,0|0|0,3,0
15600424901,MENABOLO PM PIECE,PIECE,4123,5635,0030412300,0|0|0,0|0|0,3,0
15600228801,MENABOLO PODOA PM,PACQUET,2234,2972,0030223400,0|0|0,0|0|0,3,0
15600218601,MENABOLO SHEA BUTTER GM,PAQUET,2135,2849,0030213500,0|0|0,0|0|0,3,0
15600356201,MENABOLO SHEA BUTTER PM 50GR,PIECE,3471,4547,0030347100,0|0|0,0|0|0,3,1
22800368001,MERIELCE 50G PCE,PIECE,3584,4714,0120358400,0|0|0,0|0|0,3,0
15600241701,MERIELCE ALOE VERA 130G,PACQUET,2356,3112,0120235600,0|0|0,0|0|0,3,0
22500393501,MIAM MINI,SACHET,3837,5117,0050383700,0|0|0,0|0|0,3,0
22500349201,MIAM TOUT CHOCO,SACHET,3404,4446,0050340400,0|0|0,0|0|0,3,1
21500202101,MILANA POULET,BOITE,1975,2670,0040197500,0|0|0,0|0|0,3,0
21500202102,MILANA POULET,CARTON,1001,1282,0030100100,-0|0|0,-0|0|0,3,0
24200230101,MILK _STICK,BOCAL,2242,2983,0080224200,0|0|0,0|0|0,3,0
21500319801,MIMI SNACKS,PAQUET,1009,1293,0130100900,0|0|0,0|0|0,3,0
24000270201,MINI JELLY STICK,BOITE,2640,3481,0200264000,0|0|0,0|0|0,3,0
23400234401,MIRA NETTOYANT WC 750ML,PIECE,2283,3030,0350228300,0|0|0,0|0|0,3,0
23600396701,MIX FRUIT KIDDO,SACHET,3860,5160,0140386000,0|0|0,0|0|0,3,0
23600436401,MIX FRUIT POP ROYALE,SACHET,4226,5822,0140422600,0|0|0,0|0|0,3,0
22100211201,MOLFIX SMALL PANTS MAXI 8X8,PIECE,2066,2769,0150206600,0|0|0,0|0|0,3,0
15600425001,MOSQUITO ANITA Citronel,PACQUET,4124,5636,0030412400,0|0|0,0|0|0,3,0
24500228701,MOTO JOG 90 PNEU LISSE,PIECE,2233,2971,0440223300,0|0|0,0|0|0,3,1
25500293101,MOTO SCOOTER YMT 49 CI BLEU,PIECE,2859,3775,0450285900,0|0|0,0|0|0,3,0
25500293201,MOTO SCOOTER YMT 49 CI GRIS,PIECE,2860,3776,0450286000,0|0|0,0|0|0,3,0
25500293301,MOTO SCOOTER YMT 49 CI NOIR,PIECE,2861,3777,0450286100,0|0|0,0|0|0,3,0
23600465001,NECT CHOCO CARAMEL POP EN SHT,SACHET,4501,6308,0140450100,0|0|0,0|0|0,3,0
23600464901,NECT XTRA PAINTER XXL 16PKT,SACHET,4500,6306,0140450000,0|0|0,0|0|0,3,0
4108,NICKEL GEL WC 500ML,PIECE,1051,1337,0100105100,0|0|0,0|0|0,3,0
15600379001,NICKEL LAVE SOL 1L,PIECE,1052,1338,0030105200,0|0|0,0|0|0,3,0
15600379001,NICKEL LAVE SOL 1L,PIECE,3692,4869,0030369200,0|0|0,0|0|0,3,0
23400228501,NICKEL LAVE VITRE 1L,PIECE,2231,2967,0350223100,0|0|0,0|0|0,3,0
23400417701,NICKEL LAVE VITRES 750ML,PIECE,4052,5508,0350405200,0|0|0,0|0|0,3,0
4125,NOUILLES,PIECE,1067,1356,0130106700,0|0|0,0|0|0,3,0
4125,NOUILLES,PIECE,1068,1357,0130106800,0|0|0,0|0|0,3,0
4125,NOUILLES,PIECE,1079,1374,0440107900,0|0|0,0|0|0,3,0
4331,"ORDI_PORTABLE ASUS 15.6 """,PIECE,2062,2765,0460206200,0|0|0,0|0|0,3,0
24400210801,"ORDI_PORTABLE ASUS 15.6 "" ( V )",PIECE,2062,2765,0460206200,0|0|0,0|0|0,3,0
23600395001,PAIL CANDY,PAQUET,3847,5133,0140384700,0|0|0,0|0|0,3,0
22100293801,PAMPERS N°2 ( 4 X 40 ),PAQUET,2866,3785,0150286600,0|0|0,0|0|0,3,1
22100293701,PAMPERS N°3 ( 4 X 36 ),PAQUET,2865,3783,0150286500,0|0|0,0|0|0,3,1
22100269701,PAMPERS N°4 ( 4 X 28 ),PIECE,2635,3472,0150263500,0|0|0,0|0|0,3,0
22100318801,PAMPERS N°4 ( 4 X 32 ),PACQUET,3109,4085,0150310900,0|0|0,0|0|0,3,0
22100259701,PAMPERS N°5 (4 X 30),PACQUET,2536,3341,0150253600,0|0|0,0|0|0,3,0
24900359201,PAPIER DOLPHIN A4,PAQUET,3498,4592,0330349800,0|0|0,0|0|0,3,0
15600392601,PAPIER EPAPER,PAQUET,3828,5102,0030382800,0|0|0,0|0|0,3,0
24800374301,PAPIER HYGIENIQUE DOUCY,PIECE,3647,4803,0470364700,0|0|0,0|0|0,3,0
21900477601,PEINTURE ANTI FOULING SARAH V,BOITE,4622,6517,0130462200,0|0|0,0|0|0,3,1
21900477701,PEINTURE EPOXY PREMIERE SARAH V,BOITE,4623,6518,0130462300,0|0|0,0|0|0,3,1
21900477701,PEINTURE EPOXY PREMIERE SARAH V,BOITE,4624,6519,0130462400,0|0|0,0|0|0,3,1
23600446901,PEN FINGER HARD CANDY 3G,PACQUET,4327,6002,0140432700,0|0|0,0|0|0,3,0
24200258401,PENGUIN CHOCO 8G,PACQUET,2523,3316,0080252300,0|0|0,0|0|0,3,0
21500319901,PETIT PIZZA,SACHET,3119,4101,0040311900,0|0|0,0|0|0,3,0
21400242701,PETROL 240L,LITRE,2366,3129,0340236600,0|0|0,0|0|0,3,0
22300370601,PILE CHAMPION R6,BOITE,3610,4747,0090361000,0|0|0,0|0|0,3,0
4086,PINCE,PIECE,4173,5726,0130417300,0|0|0,0|0|0,3,1
21900430101,PINCEAU SARAH V,PIECE,4173,5726,0130417300,0|0|0,0|0|0,3,1
22000257101,PISTASY AVARATRA 200 KAPOAKA,SAC,2510,3291,0180251000,0|0|0,0|0|0,3,0
22000394801,PISTASY MENA TRIER,KAPOAKA,3845,5130,0180384500,0|0|0,0|0|0,3,0
21900430801,PLASMA SARAH V,PIECE,4179,5732,0130417900,0|0|0,0|0|0,3,1
15600377201,PNEU 750/16,PIECE,3674,4850,0030367400,0|0|0,0|0|0,3,1
3010,POINTE 60X20,BOITE,3959,5341,0030395900,0|0|0,0|0|0,3,0
21500309201,POIVRE DE L' EST,BOUTEIL,3016,3947,0040301600,0|0|0,0|0|0,3,0
21500259801,POIVRE SACHET DOYPACK,SACHET,2537,3343,0040253700,0|0|0,0|0|0,3,1
22500448601,POTATA 15G EN PIECE,PIECE,1158,1478,0030115800,0|0|0,0|0|0,3,0
22600420801,POUDRE SAVON ARIEL FLORAL 500G,PIECE,4083,5564,0020408300,0|0|0,0|0|0,3,0
22600420901,POUDRE SAVON ARIEL LAVENDER 500G,PIECE,4084,5566,0020408400,0|0|0,0|0|0,3,0
22600420601,POUDRE SAVON ARIEL SPRING 500G,PIECE,1169,1491,0030116900,0|0|0,0|0|0,3,0
22500289401,PRINCE FOURRE 130G*20,PIECE,2825,3725,0050282500,0|0|0,0|0|0,3,0
22500248801,PRINCE FOURRE CHOCO 130G*20,PIECE,2427,3202,0050242700,0|0|0,0|0|0,3,0
22500248701,PRINCE FOURRE VANILLE 130G*20,PIECE,2426,3200,0050242600,0|0|0,0|0|0,3,0
22500248901,PRINCE POCHON 60G*35,PIECE,2428,3204,0050242800,0|0|0,0|0|0,3,0
23600434901,PRINCESS,PIECE,4213,5797,0140421300,0|0|0,0|0|0,3,0
21500350401,PROBO (KATSAKA NOTOTONA),PIECE,3416,4467,0040341600,0|0|0,0|0|0,3,0
24200433601,PURE GOLD KHAZANA,PIECE,1192,1521,0130119200,0|0|0,0|0|0,3,0
24200433601,PURE GOLD KHAZANA,PIECE,4202,5773,0140420200,0|0|0,0|0|0,3,0
24200258501,RAMBO CHOCOLATE 5G,BOITE,2524,3318,0080252400,0|0|0,0|0|0,3,0
16600173401,RANO VISY,PIECE,1200,1531,0130120000,0|0|0,0|0|0,3,0
23600386001,"ROBOT LOLLIPOP 5,4G",BOCAL,3762,4993,0140376200,0|0|0,0|0|0,3,0
23100269201,RONONO GENIE  GM,BOITE,2630,3463,0270263000,0|0|0,0|0|0,3,0
25100432101,RONONO LUCKY COW PM*48,BOITE,4188,5745,0510418800,0|0|0,0|0|0,3,0
21500315601,RONONO MAMA GM,BOITE,3077,4029,0040307700,0|0|0,0|0|0,3,0
21500260701,RONONO POUDRE LACTIMILK,SAC,2546,3360,0040254600,0|0|0,0|0|0,3,0
21500260801,RONONO POUDRE LACTIMILK 1/2 KG,SACHET,2547,3361,0040254700,0|0|0,0|0|0,3,0
21500406401,RONONO SHASA GM,BOITE,3951,5325,0040395100,0|0|0,0|0|0,3,0
25100380001,RONONO WHITE GOLD PM,BOITE,3702,4888,0510370200,0|0|0,0|0|0,3,0
21900468001,ROULAUX GM SARAH V,PIECE,4531,6367,0130453100,0|0|0,0|0|0,3,1
21900430001,ROULAUX PM SARAH V,PIECE,4172,5725,0130417200,0|0|0,0|0|0,3,1
21900437601,ROULEAU KIT PATE LAPIN SARAH V,PIECE,4237,5837,0130423700,0|0|0,0|0|0,3,1
15600322701,"SAC VIDE 1,20M",PIECE,3147,4137,0030314700,0|0|0,0|0|0,3,0
15600322801,"SAC VIDE 1,40M",PIECE,3148,4139,0030314800,0|0|0,0|0|0,3,0
15600373101,SAC VIDE KINTANA PCE,PIECE,3635,4789,0030363500,0|0|0,0|0|0,3,0
15600371001,SAC VIDE SP 57*100 BLANC,PIECE,3614,4754,0030361400,0|0|0,0|0|0,3,0
15600370901,SAC VIDE SP 70*120 BLANC,PIECE,3613,4752,0030361300,0|0|0,0|0|0,3,0
15600325501,SACHET BEST PRICE BALLE,BALLE,3175,4172,0030317500,0|0|0,0|0|0,3,0
15600167001,SACHET OISEAU,PIECE,1249,1604,0130124900,0|0|0,0|0|0,3,0
15600266301,SACHET PM,PACQUET,2601,3419,0030260100,0|0|0,0|0|0,3,0
15600280301,SACHET PM @ ROULEAU,ROULEAU,2735,3635,0030273500,0|0|0,0|0|0,3,0
15600170301,SACHET PM F49,PAQUET,1252,1607,0030125200,0|0|0,0|0|0,3,0
4161,SACHET PM TRANSPARENT,PACQUET,2601,3419,0030260100,0|0|0,0|0|0,3,0
21500272801,SARDINE ANNY,PIECE,1273,1635,0040127300,0|0|0,0|0|0,3,0
21500272801,SARDINE ANNY,PIECE,2662,3514,0040266200,0|0|0,0|0|0,3,0
21500376901,SARDINE VIVO,BOITE,3672,4846,0040367200,0|0|0,0|0|0,3,0
21500417301,SAUCE CHILI BON APPETIT 280G,BOUTEILLE,4048,5500,0040404800,0|0|0,0|0|0,3,0
21500403101,SAUCE DARK SUPERIEURE PET 400ML,PCS,1284,1652,0040128400,0|0|0,0|0|0,3,0
21500403101,SAUCE DARK SUPERIEURE PET 400ML,PCS,3919,5264,0040391900,0|0|0,0|0|0,3,0
21500394201,SAUCE SOJA MATSIRO,BOUTEIL,3843,5128,0040384300,0|0|0,0|0|0,3,0
21500226701,SAUCE TSA SIOU,JERYCANE,2213,2946,0040221300,0|0|0,0|0|0,3,0
15600314801,SAVOKA TARATRA,BOITE,3069,4017,0030306900,0|0|0,0|0|0,3,0
22600366301,SAVON CITRUS PCE,PIECE,3569,4697,0020356900,0|0|0,0|0|0,3,0
22600362301,SAVON FAX PINK FLOWERS 60G,SACHET,3529,4644,0020352900,0|0|0,0|0|0,3,0
22600362101,SAVON FAX SUNSHINE APPLES 60G,SACHET,3527,4640,0020352700,0|0|0,0|0|0,3,0
5100,SAVON FLOR,PIECE,1319,1700,0130131900,0|0|0,0|0|0,3,0
5100,SAVON FLOR,PIECE,1320,1701,0130132000,0|0|0,0|0|0,3,0
22600324801,SAVON FRES 75G,PAQUET,3168,4162,0020316800,0|0|0,0|0|0,3,0
22600233101,SAVON RIM M5,CARTON,2270,3014,0020227000,0|0|0,0|0|0,3,0
22600368201,SAVON RIM PCE,PIECE,3586,4716,0020358600,0|0|0,0|0|0,3,0
22600321101,SAVON SEIM BARRE BLANC,BARRE,3131,4118,0020313100,0|0|0,0|0|0,3,0
22600365801,SAVON SOBA M20 MARRON PCE,PIECE,3564,4692,0020356400,0|0|0,0|0|0,3,0
22600364401,SAVON SOBA TSARA BARRE,BARRE,3550,4678,0020355000,0|0|0,0|0|0,3,0
15600232801,SAVON VAO CITRON,PIECE,2267,3010,0030226700,0|0|0,0|0|0,3,0
22600386901,SAVON WHITE WASH NATURE 90G,PIECE,3771,5011,0020377100,0|0|0,0|0|0,3,0
22600244101,SAVONNETTE DIVA 125G,PACQUET,2380,3151,0020238000,0|0|0,0|0|0,3,0
22600260101,SAVONY MANITRA,PIECE,2540,3350,0020254000,0|0|0,0|0|0,3,0
15600187501,SCOTCH ALIZE,PIECE,2190,2917,0030219000,0|0|0,0|0|0,3,0
15600224201,SCOTCH ALIZE GM,PIECE,2190,2917,0030219000,0|0|0,0|0|0,3,0
15600244001,SCOTCH K2 _ GM,PIECE,2379,3148,0030237900,0|0|0,0|0|0,3,0
20100329301,SEL FIN EN SACHET 20KG ANTANANKORO,SAC,3211,4227,0520321100,0|0|0,0|0|0,3,1
20100329101,SEL GROS ANTANANKORO,SAC,3209,4225,0520320900,0|0|0,0|0|0,3,1
15600258301,SERVIETTE DE TABLE TOP,PACQUET,2522,3314,0030252200,0|0|0,0|0|0,3,0
24200429101,SHAPE CHOCOLATE BOCAL,BOCAL,4163,5712,0080416300,0|0|0,0|0|0,3,0
21500391801,SHINE COFFEE,PIECE,3820,5082,0040382000,0|0|0,0|0|0,3,0
23500353801,SHORT COTON A27 65KG,BALLE,3449,4515,0190344900,0|0|0,0|0|0,3,0
15600323501,SIKALITE,PIECE,3155,4148,0030315500,0|0|0,0|0|0,3,0
24800243501,SLEEPY - LADY,PIECE,2374,3140,0470237400,0|0|0,0|0|0,3,0
24800312401,SLEEPY NAT SOFT 8X24,PIECE,3047,3991,0470304700,0|0|0,0|0|0,3,0
21500458701,SN SALTO POP,SACHET,4438,6190,0040443800,0|0|0,0|0|0,3,0
21500471601,SNACK CHEESSE RINGS 15G,SACHET,3120,4103,0040312000,0|0|0,0|0|0,3,0
21500471601,SNACK CHEESSE RINGS 15G,SACHET,4563,6429,0040456300,0|0|0,0|0|0,3,0
22100417801,SOFTEX MAXI FIT WINGS*8 ALVEOLE,PACQUET,4053,5510,0150405300,0|0|0,0|0|0,3,0
15600323901,SOUDE CAUSTIQUE PERLEE,KG,3159,4153,0030315900,0|0|0,0|0|0,3,0
15600322601,SOUDE CAUSTIQUE PERLEE 25KG,SAC,3146,4136,0030314600,0|0|0,0|0|0,3,0
23600224801,SOUR POWDER CANDY,PACQUET,2196,2926,0140219600,0|0|0,0|0|0,3,0
22400183801,SPAGHETTI CHERIE,PIECE,1497,1951,0110149700,0|0|0,0|0|0,3,0
21900430601,SPATULE DE 10 SARAH V,PIECE,4177,5730,0130417700,0|0|0,0|0|0,3,1
19200349101,STOCK COMMANDER AFRICAN,SAC,3403,4445,0170340300,0|0|0,0|0|0,3,0
3310,STYLO DIGNO ( BLEU ),CARTON,1516,1979,0030151600,0|0|0,0|0|0,3,0
15600186302,STYLO DIGNO ( ROUGE ),CARTON,1516,1979,0030151600,0|0|0,0|0|0,3,0
15600322501,STYLO EUROPA,BOITE,3145,4134,0030314500,0|0|0,0|0|0,3,0
15600322501,STYLO EUROPA,BOITE,3981,5371,0030398100,0|0|0,0|0|0,3,0
15600266801,STYLO LAUREAT BLEU,BOITE,2606,3425,0030260600,0|0|0,0|0|0,3,0
15600266901,STYLO LAUREAT NOIR,BOITE,2607,3427,0030260700,0|0|0,0|0|0,3,0
15600267101,STYLO LAUREAT VERT,BOITE,2609,3431,0030260900,0|0|0,0|0|0,3,0
21900435701,STYLO NOVA 1mm,BOITE,4219,5809,0130421900,0|0|0,0|0|0,3,0
23600464001,SUCETTE BIG POP GM XXL,BOITE,4491,6288,0140449100,0|0|0,0|0|0,3,0
23600233701,SUCETTE BOCAL ROYAL,BOITE,2276,3022,0140227600,0|0|0,0|0|0,3,0
23600189701,SUCETTE CHOCO VANILLA DOLLY LOLLY,SACHET,1856,2489,0140185600,0|0|0,0|0|0,3,0
23600350701,SUCETTE DONUT,SACHET,3419,4470,0140341900,0|0|0,0|0|0,3,0
23600350901,SUCETTE HEART POP GM VAOVAO,SACHET,3421,4474,0140342100,0|0|0,0|0|0,3,0
23600314101,SUCETTE HEARTY POP,PIECE,3063,4009,0140306300,0|0|0,0|0|0,3,0
23600381201,SUCETTE HEARTY POP BOCAL,BOCAL,3714,4909,0140371400,0|0|0,0|0|0,3,0
23600420201,SUCETTE MIX FRUIT NATURAL,SACHET,4077,5553,0140407700,0|0|0,0|0|0,3,0
23600418301,SUCETTE MIX YOGOFRU BOCAL,BOCAL,4058,5520,0140405800,0|0|0,0|0|0,3,0
23600439701,SUCETTE NECT CHUPITO WHISTLE 50*24,SACHET,4258,5879,0140425800,0|0|0,0|0|0,3,0
23600436001,SUCETTE NEO POP XXL,SACHET,4222,5816,0140422200,0|0|0,0|0|0,3,0
20700452801,SUCRE EN SACHET MAGASIN D,KILOS,4384,6093,0530438400,0|0|0,0|0|0,3,0
20700405901,SUCRE ROUGE SELATI 50KG,SAC,3946,5318,0530394600,0|0|0,0|0|0,3,0
21500433401,SUPER CONE 12*60 EN BOCAL,BOCAL,4200,5769,0040420000,0|0|0,0|0|0,3,0
